,Date,Market,Branch,Product,Return,Payment,Product and Return
400,2023-03-08,цэлмүүн,түшээ,154400,,"154,400.00",154400
401,2023-03-16,цэлмүүн,түшээ,561600,,"561,600.00",561600
402,2023-03-22,цэлмүүн,түшээ,244800,,"244,800.00",244800
403,2023-03-27,цэлмүүн,түшээ,485600,,"485,600.00",485600
404,2023-04-03,цэлмүүн,түшээ,417600,,"417,600.00",417600
405,2023-04-10,цэлмүүн,түшээ,273600,,"273,600.00",273600
406,2023-04-19,цэлмүүн,түшээ,492160,14400,"477,760.00",506560
407,2023-04-24,цэлмүүн,түшээ,547200,,,547200
408,2023-04-24,wellmart,Модны-2,201600,,,201600
409,2023-01-11,wellmart,5шар,273600,72000,,345600
410,2023-01-12,wellmart,оффицер,216000,,,216000
411,2023-01-21,wellmart,ботаник,259200,72000,,331200
412,2023-01-23,wellmart,Модны-2,259200,72000,,331200
413,2023-02-02,wellmart,ХУД,374400,72000,,446400
414,2023-02-09,wellmart,Нисэх,475200,244800,,720000
415,2023-02-10,wellmart,Модны-2,648000,14400,,662400
416,2023-03-03,wellmart,Нисэх,216000,28800,,244800
417,2023-03-11,wellmart,ХУД,230400,86400,,316800
418,2023-03-13,wellmart,5шар,403200,115200,,518400
419,2023-03-16,wellmart,оффицер,115200,100800,-,216000
420,2023-03-17,wellmart,Модны-2,144000,86400,,230400
421,2023-03-17,wellmart,ботаник,129600,86400,,216000
422,2023-03-27,wellmart,5шар,172800,86400,,259200
423,2023-03-31,wellmart,Модны-2,446400,86400,,532800
424,2023-04-03,wellmart,Нисэх,129600,100800,,230400
425,2023-04-20,wellmart,5шар,187200,,,187200
426,2023-04-26,wellmart,Нисэх,288000,115200,,403200
427,2023-04-28,wellmart,Модны-2,302400,43200,,345600
428,2023-04-28,wellmart,ХУД,345600,,,345600
429,2023-01-05,good,price хүүхдийн 100,391360,28800,"362,560.00",420160
430,2023-01-06,good,price жаргалан,302400,,"302,400.00",302400
431,2023-01-12,good,price shangrila,1368000,,"1,368,000.00",1368000
432,2023-01-12,good,price hvvhdiin 100,489600,28800,"460,800.00",518400
433,2023-01-13,good,price жаргалан,216000,,"216,000.00",216000
434,2023-01-18,good,price жаргалан,,57600,"-57,600.00",57600
435,2023-01-18,good,price бага тэнгэр,1080000,,"1,080,000.00",1080000
436,2023-01-19,good,price hvvhdiin 100,144000,14400,"129,600.00",158400
437,2023-01-21,good,price жаргалан,158400,,"158,400.00",158400
438,2023-01-23,good,price hvvhdiin 100,144000,14400,"129,600.00",158400
439,2023-01-26,good,price shangrila,1188480,,"1,188,480.00",1188480
440,2023-01-30,good,price shangrila,950400,43200,"907,200.00",993600
441,2023-01-30,good,price hvvhdiin 100,460800,43200,"417,600.00",504000
442,2023-02-01,,,374400,,,374400
443,2023-02-02,good,price Jargalan,81600,,"81,600.00",81600
444,2023-02-02,good,price shangrila,489600,,"489,600.00",489600
445,2023-02-04,good,price Jargalan,288000,,"288,000.00",288000
446,2023-02-04,good,price shangrila,561600,22240,"539,360.00",583840
447,2023-02-04,good,price hvvhdiin 100,554400,43200,"511,200.00",597600
448,2023-02-13,good,price Jargalan,158400,28800,"129,600.00",187200
449,2023-02-13,good,price shangrila,784800,,"784,800.00",784800
450,2023-02-17,good,price hvvhdiin 100,388800,43200,"345,600.00",432000
451,2023-02-18,good,price Jargalan,57600,,"57,600.00",57600
452,2023-02-18,,,,,-,
453,2023-02-20,good,price Jargalan,98400,,"98,400.00",98400
454,2023-02-20,good,price Jargalan,888000,,"888,000.00",888000
455,2023-03-02,good,price shangrila,1750080,,"1,750,080.00",1750080
456,2023-03-06,good,price shangrila,830400,14400,"816,000.00",844800
457,2023-03-13,good,price Jargalan,115200,,"115,200.00",115200
458,2023-03-17,good,price hvvhdiin 100,1063200,201600,"861,600.00",1264800
459,2023-03-17,good,price бага тэнгэр,676800,230400,"446,400.00",907200
460,2023-03-20,good,price shangrila,691200,,"691,200.00",691200
461,2023-03-22,good,price Jargalan,100800,43200,"57,600.00",144000
462,2023-03-27,good,price бага тэнгэр,331200,158400,"172,800.00",489600
463,2023-03-31,good,price hvvhdiin 100,691200,14400,"676,800.00",705600
464,2023-04-03,good,price Jargalan,259200,112800,"146,400.00",372000
465,2023-04-06,good,price shangrila,869600,,,869600
466,2023-04-17,good,price Jargalan,129600,,,129600
467,2023-04-19,good,price shangrila,1338240,69600,,1407840
468,2023-04-27,good,price shangrila,1258400,,,1258400
469,2023-04-27,good,price Baga tenger,460800,115200,,576000
470,2023-04-28,good,price hvvhdiin 100,446400,,,446400
471,2023-04-29,good,price Jargalan,432000,,,432000
472,2023-01-13,touten,,561600,,"561,600.00",561600
473,2023-01-26,touten,,374400,49920,"324,480.00",424320
474,2023-02-08,touten,,62400,37440,"24,960.00",99840
475,2023-03-20,touten,,561600,14400,"547,200.00",576000
476,2023-04-07,touten,,648000,,"648,000.00",648000
477,2023-04-26,touten,,144000,,"144,000.00",144000
478,2023-01-05,lfresco,,316800,28800,"288,000.00",345600
479,2023-01-13,lfresco,,129600,,"129,600.00",129600
480,2023-01-23,lfresco,,187200,,"187,200.00",187200
481,2023-02-13,lfresco,,302400,57600,"244,800.00",360000
482,2023-03-03,lfresco,,115200,72000,"43,200.00",187200
483,2023-03-17,lfresco,,302400,57600,"244,800.00",360000
484,2023-03-30,lfresco,,72000,14400,"57,600.00",86400
485,2023-04-17,lfresco,,489600,,"489,600.00",489600
486,2023-04-29,lfresco,,,28800,"-28,800.00",28800
487,2023-01-05,lfresco,,489600,57600,"432,000.00",547200
488,2023-01-20,lfresco,,345600,43200,"302,400.00",388800
489,2023-01-30,lfresco,,172800,43200,"129,600.00",216000
490,2023-02-10,lfresco,,561600,72000,"489,600.00",633600
491,2023-03-06,lfresco,,172800,57600,"115,200.00",230400
492,2023-03-27,lfresco,,,57600,"-57,600.00",57600
493,2023-03-17,lfresco,,345600,43200,"302,400.00",388800
494,2023-04-07,lfresco,,504000,172800,"331,200.00",676800
495,2023-04-24,lfresco,,432000,43200,,475200
496,2023-01-13,тэнгис,,244800,,"244,800.00",244800
497,2023-01-20,тэнгис,,316800,43200,"273,600.00",360000
498,2023-02-07,тэнгис,,230400,100800,"129,600.00",331200
499,2023-03-02,тэнгис,,469920,86400,"383,520.00",556320
500,2023-03-17,тэнгис,,201600,72000,"129,600.00",273600
501,2023-03-31,тэнгис,,302400,86400,"216,000.00",388800
502,2023-04-24,тэнгис,,446400,28800,,475200
503,2023-01-12,тэнгэр,,388800,57600,"331,200.00",446400
504,2023-02-01,тэнгэр,,604800,,"604,800.00",604800
505,2023-03-06,тэнгэр,,460800,201600,"259,200.00",662400
506,2023-03-20,тэнгэр,,403200,100800,"302,400.00",504000
507,2023-04-21,тэнгэр,,388800,144000,"244,800.00",532800
508,2023-01-03,хану,13,345600,28800,"316,800.00",374400
509,2023-01-05,хану,13,,,-,
510,2023-01-09,хану,13,417600,,"417,600.00",417600
511,2023-01-28,хану,13,417600,,"417,600.00",417600
512,2023-01-30,хану,13,,,-,
513,2023-02-19,хану,13,288000,,"288,000.00",288000
514,2023-02-20,хану,13,,,-,
515,2023-04-10,хану,13,244800,14400,"230,400.00",259200
516,2023-04-19,хану,13,504000,,"504,000.00",504000
517,2023-01-13,хану,13,288000,43200,,331200
518,2023-02-03,хану,зайсан,475200,,"475,200.00",475200
519,2023-04-05,хану,зайсан,397920,72000,"325,920.00",469920
520,2023-04-06,хану,зайсан,43200,,"43,200.00",43200
521,2023-04-17,хану,зайсан,115200,,"115,200.00",115200
522,2023-01-03,жетро,,259200,14400,,273600
523,2023-01-09,жетро,,460800,,,460800
524,2023-01-23,жетро,,403200,,,403200
525,2023-01-30,жетро,,158400,,,158400
526,2023-02-04,жетро,,345600,14400,,360000
527,2023-02-13,жетро,,230400,,,230400
528,2023-03-10,жетро,,432000,43200,,475200
529,2023-03-20,жетро,,230400,100800,,331200
530,2023-03-31,жетро,,388800,,,388800
531,2023-04-10,жетро,,273600,,,273600
532,2023-04-24,жетро,,619200,14400,,633600
533,2023-01-05,андууд,кинг,489600,,"489,600.00",489600
534,2023-01-16,андууд,хүннү,532800,28800,"504,000.00",561600
535,2023-01-18,андууд,кинг,532800,86400,"446,400.00",619200
536,2023-01-19,андууд,кинг,,,-,
537,2023-01-30,андууд,кинг,576000,14400,"561,600.00",590400
538,2023-02-13,андууд,кинг,273600,,"273,600.00",273600
539,2023-02-19,андууд,кинг,345600,,"345,600.00",345600
540,2023-03-11,андууд,кинг,374400,43200,"331,200.00",417600
541,2023-03-13,андууд,Хүннү хороолол,489600,,"489,600.00",489600
542,2023-03-28,андууд,King,331200,28800,"302,400.00",360000
543,2023-03-28,андууд,Хүннү хороолол,576000,43200,"532,800.00",619200
544,2023-04-04,андууд,Хүннү хороолол,576000,,"576,000.00",576000
545,2023-04-18,андууд,Хүннү хороолол,460800,,"460,800.00",460800
546,2023-04-18,андууд,King,331200,,"331,200.00",331200
547,2023-01-19,ричо,,288000,115200,"172,800.00",403200
548,2023-02-02,ричо,,86400,14400,"72,000.00",100800
549,2023-02-19,ричо,,72000,,"72,000.00",72000
550,2023-03-21,ричо,,331200,86400,"244,800.00",417600
551,2023-04-04,ричо,,213280,57600,"155,680.00",270880
552,2023-04-10,ричо,,154400,,"154,400.00",154400
553,2023-04-19,ричо,,208000,,"208,000.00",208000
554,2023-04-23,ричо,,100800,,"100,800.00",100800
555,2023-04-28,ричо,,115200,,"115,200.00",115200
556,2023-04-03,нархан,Дэлгүүр-Саруул Хороолол,230400,,,230400
557,2023-04-04,нархан,Дэлгүүр-Саруул Хороолол,428000,,,428000
558,2023-04-06,нархан,Дэлгүүр-Саруул Хороолол,57600,,,57600
559,2023-04-18,нархан,Дэлгүүр-Саруул Хороолол,417600,,,417600
560,2023-04-03,мишээл,оюу,158400,,,158400
561,2023-04-25,мишээл,оюу,172800,,,172800
562,2023-04-03,чухаг,2,426720,,,426720
563,2023-04-18,чухаг,3,230400,,,230400
564,2023-04-03,шинэ,Дэлгүүр-Саруул Хороолол,72000,,,72000
565,2023-04-03,шинэ,Дэлгүүр-Саруул Хороолол,44480,,,44480
566,2023-04-03,шинэ,Дэлгүүр-Саруул Хороолол,115200,,,115200
567,2023-04-03,u,mart-Олип Хороолол,44480,,,44480
568,2023-04-10,u,mart-Олип Хороолол,100800,,,100800
569,2023-04-20,u,mart-Олип Хороолол,28800,,,28800
570,2023-04-25,u,mart-Олип Хороолол,297120,,,297120
571,2023-04-04,l,mart,188480,,,188480
572,2023-04-04,баяр,мини,259200,,,259200
573,2023-04-19,баяр,мини,172800,,0,172800
574,2023-04-05,хэрлэн,маршал хороолол,216000,,,216000
575,2023-04-05,хэрлэн,зайсан,172800,,,172800
576,2023-04-18,хэрлэн,маршал хороолол,187200,,,187200
577,2023-04-23,хэрлэн,маршал хороолол,129600,,,129600
578,2023-04-23,хэрлэн,зайсан,590400,,,590400
579,2023-04-05,туул,маркет,384800,,,384800
580,2023-04-18,туул,маркет,230400,,,230400
581,2023-04-24,туул,маркет,230400,,,230400
582,2023-04-11,sunday,B1-15,397920,,,397920
583,2023-04-15,sunday,B1-16,240800,,,240800
584,2023-04-17,фермер,A14,288000,,,288000
585,2023-04-17,bel,mart,288000,,,288000
586,2023-04-17,good,mart,187200,,,187200
587,2023-04-24,good,mart,57600,,,57600
588,2023-04-24,good,mart,,,,
589,2023-04-24,good,mart,,,,
590,2023-04-18,алтай,маркет-Саруул,475200,,,475200
591,2023-04-18,нархан,касс,28800,,,28800
592,2023-04-18,нархан,касс,57600,,,57600
593,2023-04-19,gl,mart,288000,,,288000
594,2023-04-19,натур,зах,274880,,,274880
595,2023-04-19,green,mart,129600,,,129600
596,2023-04-03,буянтэвх,,72000,,,72000
597,2023-04-20,сэнтий,,102080,,,102080
598,2023-04-23,мөрөн,,105800,,,105800
599,2023-01-06,хансар,,460800,43200,"417,600.00",504000
600,2023-01-13,хансар,,244800,,-,244800
601,2023-01-20,хансар,,504000,28800,"475,200.00",532800
602,2023-02-01,хансар,,187200,,"187,200.00",187200
603,2023-02-09,хансар,,216000,28800,"187,200.00",244800
604,2023-02-19,хансар,,331200,,"331,200.00",331200
605,2023-03-04,хансар,,129600,14400,"115,200.00",144000
606,2023-03-18,хансар,,345600,115200,"230,400.00",460800
607,2023-04-06,хансар,,374400,86400,"288,000.00",460800
608,2023-04-27,хансар,,504000,14400,,518400
609,2023-01-23,наадам,маркет,302400,,"302,400.00",302400
610,2023-03-16,наадам,маркет,216000,,"216,000.00",216000
611,2023-04-03,наадам,маркет,86400,,"86,400.00",86400
612,2023-04-04,наадам,маркет,159680,,"159,680.00",159680
613,2023-04-25,наадам,маркет,360000,,"360,000.00",360000
614,2023-04-06,хотол,органик,729120,158400,"570,720.00",887520
615,2023-04-28,энхтайван,,188480,,"188,480.00",188480
616,2023-04-28,харилцагч,,,,төлөх дүн,
617,2023-01-03,хувь,хүнд,57600,,,57600
618,2023-01-04,хувь,хүнд,135800,,,135800
619,2023-01-05,хувь,хүнд,180000,,,180000
620,2023-01-05,хувь,хүнд,86400,,,86400
621,2023-02-15,хувь,хүнд,100800,,,100800
622,2023-03-17,хувь,хүнд,43200,,,43200
623,2023-03-18,хувь,хүнд,48000,,,48000
624,2023-03-21,хувь,хүнд,115000,,,115000
625,2023-03-27,хувь,хүнд,43200,,,43200
626,2023-03-01,хувь,хүнд,86000,,,86000
627,2023-03-02,хувь,хүнд,129400,,,129400
628,2023-03-03,хувь,хүнд,86000,,,86000
629,2023-03-04,хувь,хүнд,301000,,,301000
630,2023-03-04,хувь,хүнд,43000,,,43000
631,2023-03-09,хувь,хүнд,,,,
632,2023-03-11,хувь,хүнд,86000,,,86000
633,2023-03-12,хувь,хүнд,86000,,,86000
634,2023-03-13,хувь,хүнд,86200,,,86200
635,2023-03-14,хувь,хүнд,57600,,,57600
636,2023-03-14,хувь,хүнд,100600,,,100600
637,2023-04-04,хувь,хүнд,86400,,,86400
638,2023-04-05,хувь,хүнд,71800,,,71800
639,2023-04-05,хувь,хүнд,28800,,,28800
640,2023-04-09,хувь,хүнд,141200,,153400,141200
641,2023-04-10,хувь,хүнд,172800,,,172800
642,2023-04-10,хувь,хүнд,397920,,,397920
643,2023-04-15,хувь,хүнд,129200,,,129200
644,2023-04-18,хувь,хүнд,86000,,,86000
645,2023-04-19,хувь,хүнд,129600,,,129600
646,2023-04-19,хувь,хүнд,134600,,,134600
647,2023-04-23,хувь,хүнд,100800,,,100800
648,2023-04-27,хувь,хүнд,139400,,,139400
649,2023-04-25,хувь,хүнд,86200,,,86200
650,2023-01-21,бэлэг,,172800,,,172800
651,2023-01-27,оффис,,151840,,,151840
652,2023-03-30,амталгаа,,14400,,,14400
653,2023-04-06,бэлэг,,28800,,,28800
654,2023-01-05,bsb,Андууд,187200,14400,,201600
655,2023-01-13,bsb,аманхуур,532800,,,532800
656,2023-01-15,bsb,Андууд,331200,100800,,432000
657,2023-01-23,bsb,аманхуур,460800,28800,,489600
658,2023-01-30,bsb,Андууд,115200,115200,,230400
659,2023-02-04,bsb,аманхуур,446400,43200,,489600
660,2023-02-16,bsb,аманхуур,388800,14400,,403200
661,2023-03-04,bsb,аманхуур,288000,57600,,345600
662,2023-03-06,bsb,Андууд,345600,115200,,460800
663,2023-03-22,bsb,аманхуур,288000,43200,,331200
664,2023-03-27,bsb,аманхуур,230400,,,230400
665,2023-03-27,bsb,anduud,374400,86400,,460800
666,2023-04-21,bsb,аманхуур,187200,72000,,259200
667,2023-01-11,нарны,хороолол,273600,72000,,345600
668,2023-01-16,шинэ,Яармаг,360000,28800,,388800
669,2023-01-23,амгалан,,345600,144000,,489600
670,2023-01-26,villa,,,72000,,72000
671,2023-01-30,нарны,хороолол,331200,86400,,417600
672,2023-02-08,цамба,,619200,,,619200
673,2023-02-09,m,mart Shine yarmag,518400,,,518400
674,2023-02-09,m,mart Villa,345600,100800,,446400
675,2023-02-10,m,mart багшийн дээд,360000,,,360000
676,2023-02-10,m,mart элеганс,532800,,,532800
677,2023-02-11,нарны,хороолол,288000,,,288000
678,2023-02-13,m,mart tedy,172800,57600,,230400
679,2023-03-10,амгалан,,,259200,,259200
680,2023-03-11,нарны,хороолол,331200,43200,,374400
681,2023-03-13,цамба,,360000,57600,,417600
682,2023-03-22,амгалан,,144000,201600,,345600
683,2023-03-27,цамба,,,100800,,100800
684,2023-04-03,m,mart Shine yarmag,662400,115200,,777600
685,2023-04-03,m,mart Villa,446400,158400,,604800
686,2023-04-06,нарны,хороолол,288000,43200,,331200
687,2023-04-13,цамба,,129600,86400,,216000
688,2023-04-19,нарны,хороолол,374400,,,374400
689,2023-04-26,нарны,хороолол,216000,14400,,230400
690,2023-04-26,нарны,хороолол,446400,14400,,460800
691,2023-04-26,нарны,хороолол,187200,57600,,244800
692,2023-04-27,хан,Уул,86400,,,86400
693,2023-04-27,m,mart багшийн дээд,,201600,-,201600
694,2023-01-05,наран,зайсан,230400,,,230400
695,2023-01-05,наран,төмөр зам,633600,129600,,763200
696,2023-01-06,наран,Маршал,259200,115200,,374400
697,2023-01-12,наран,13,403200,43200,,446400
698,2023-01-19,наран,төмөр,576000,86400,,662400
699,2023-01-20,наран,13,302400,14400,,316800
700,2023-01-26,наран,13,302400,86400,,388800
701,2023-01-30,наран,төмөр,172800,,83333.33333,172800
702,2023-02-02,наран,зайсан,316800,,,316800
703,2023-02-04,наран,13,374400,28800,,403200
704,2023-02-10,наран,төмөр,662400,57600,,720000
705,2023-02-16,наран,13,187200,14400,,201600
706,2023-03-03,наран,зайсан,100800,57600,,158400
707,2023-03-04,наран,Маршал,86400,172800,,259200
708,2023-03-04,наран,Place 13-р хор,316800,28800,,345600
709,2023-03-06,наран,төмөр,388800,,,388800
710,2023-03-13,наран,Place 13-р хор,172800,,,172800
711,2023-03-17,наран,төмөр,403200,14400,,417600
712,2023-03-22,наран,Place 13-р хор,590400,158400,,748800
713,2023-03-24,наран,зайсан,288000,201600,,489600
714,2023-03-27,наран,төмөр,360000,100800,"125,000.00",460800
715,2023-04-06,наран,Маршал,216000,,,216000
716,2023-04-06,наран,Place 13-р хор,518400,14400,,532800
717,2023-04-07,наран,төмөр,489600,72000,,561600
718,2023-04-20,наран,Place 13-р хор,504000,14400,,518400
719,2023-01-06,oresh,2,172800,,,172800
720,2023-01-09,oresh,1,,14400,,14400
721,2023-01-12,oresh,1,244800,,,244800
722,2023-01-12,oresh,2,316800,,,316800
723,2023-01-18,oresh,1,72000,,,72000
724,2023-01-18,oresh,2,86400,28800,,115200
725,2023-01-23,oresh,2,489600,57600,,547200
726,2023-01-26,oresh,1,360000,,,360000
727,2023-01-30,oresh,2,331200,28800,,360000
728,2023-02-02,oresh,1,72000,,,72000
729,2023-02-04,oresh,1,302400,,,302400
730,2023-02-04,oresh,2,360000,14400,,374400
731,2023-02-13,oresh,1,374400,28800,,403200
732,2023-02-13,oresh,2,504000,14400,,518400
733,2023-02-17,oresh,1,829200,,,829200
734,2023-02-18,oresh,2,374400,,,374400
735,2023-03-02,oresh,2,302400,,,302400
736,2023-03-04,oresh,дэлгэрэх,676800,,,676800
737,2023-03-10,oresh,2,417600,,,417600
738,2023-03-20,oresh,дэлгэрэх,360000,,-,360000
739,2023-03-22,oresh,1,547200,28800,,576000
740,2023-03-22,oresh,2,417600,43200,,460800
741,2023-03-30,oresh,1,489600,14400,,504000
742,2023-03-30,oresh,2,417600,28800,,446400
743,2023-04-06,oresh,1,417600,57600,,475200
744,2023-04-06,oresh,2,302400,,,302400
745,2023-04-07,oresh,дэлгэрэх,172800,,,172800
746,2023-04-10,oresh,1,158400,,,158400
747,2023-04-15,oresh,2,417600,,,417600
748,2023-04-19,oresh,1,590400,14400,,604800
749,2023-04-21,oresh,2,676800,,,676800
750,2023-04-27,oresh,1,547200,,,547200
751,2023-04-27,oresh,2,446400,28800,,475200
